sample_id,sample_date,k_daily_mean,no3_daily_mean
Q2,2011-08-09T00:00:00Z,0.73,126.2
Q2,2011-08-16T00:00:00Z,0.75,127
Q2,2011-08-23T00:00:00Z,NA,NA
Q2,2011-08-30T00:00:00Z,0.8,2.5
Q2,2011-09-06T00:00:00Z,0.8,2.5
Q2,2011-09-13T00:00:00Z,0.96,11.7
Q2,2011-09-20T00:00:00Z,0.73,2.5
Q2,2011-09-27T00:00:00Z,0.79,95.5
Q2,2011-10-04T00:00:00Z,0.74,32.8
Q2,2011-10-11T00:00:00Z,0.77,139
Q2,2011-10-18T00:00:00Z,0.82,149
Q2,2011-10-25T00:00:00Z,0.84,161.4
Q2,2011-11-01T00:00:00Z,0.89,2.5
Q2,2011-11-08T00:00:00Z,0.83,2.5
Q2,2011-11-15T00:00:00Z,0.84,131.5
Q2,2011-11-22T00:00:00Z,0.87,2.5
Q2,2011-11-29T00:00:00Z,0.86,85.2
Q2,2011-12-06T00:00:00Z,0.81,167.3
Q2,2011-12-13T00:00:00Z,0.79,146.2
Q2,2011-12-20T00:00:00Z,0.76,136
Q2,2011-12-27T00:00:00Z,0.74,148.9
Q2,2012-01-03T00:00:00Z,0.75,161.9
Q2,2012-01-10T00:00:00Z,0.75,143
Q2,2012-01-17T00:00:00Z,0.82,128.16
Q2,2012-01-24T00:00:00Z,0.82,98.4
Q2,2012-01-31T00:00:00Z,0.76,2.5
Q2,2012-02-07T00:00:00Z,0.82,6.5
Q2,2012-02-14T00:00:00Z,0.77,72.8
Q2,2012-02-21T00:00:00Z,0.8,115.5
Q2,2012-02-28T00:00:00Z,0.81,126.5
Q2,2012-03-06T00:00:00Z,0.84,111.1
Q2,2012-03-13T00:00:00Z,0.85,2.5
Q2,2012-03-20T00:00:00Z,0.89,66.8
Q2,2012-03-27T00:00:00Z,0.89,119.6
Q2,2012-04-03T00:00:00Z,0.83,165.8
Q2,2012-04-10T00:00:00Z,0.85,11.2
Q2,2012-04-17T00:00:00Z,0.85,2.5
Q2,2012-04-24T00:00:00Z,0.9,2.5
Q2,2012-05-01T00:00:00Z,0.77,2.5
Q2,2012-05-08T00:00:00Z,0.81,10.4
Q2,2012-05-15T00:00:00Z,0.79,2.5
Q2,2012-05-22T00:00:00Z,0.71,2.5
Q2,2012-05-29T00:00:00Z,0.77,79.2
Q2,2012-06-05T00:00:00Z,0.82,118
Q2,2012-06-12T00:00:00Z,0.74,2.5
Q2,2012-06-19T00:00:00Z,0.75,126.6
Q2,2012-06-26T00:00:00Z,0.79,36.8
Q2,2012-07-03T00:00:00Z,0.72,101.1
Q2,2012-07-10T00:00:00Z,NA,NA
Q2,2012-07-17T00:00:00Z,0.65,2.5
Q2,2012-07-24T00:00:00Z,0.79,181.4
Q2,2012-07-31T00:00:00Z,0.65,93.3
Q2,2012-08-07T00:00:00Z,0.82,120.5
Q2,2012-08-14T00:00:00Z,0.5,2.5
Q2,2012-08-21T00:00:00Z,0.84,138.2
Q2,2012-08-28T00:00:00Z,0.82,89.2
Q2,2012-09-04T00:00:00Z,0.83,2.5
Q2,2012-09-11T00:00:00Z,0.8,NA
Q2,2012-09-18T00:00:00Z,0.82,104
Q2,2012-09-25T00:00:00Z,0.76,2.5
Q2,2012-10-02T00:00:00Z,0.88,2.5
Q2,2012-10-09T00:00:00Z,0.79,2.5
Q2,2012-10-16T00:00:00Z,0.9,2.5
Q2,2012-10-23T00:00:00Z,0.78,2.5
Q2,2012-10-30T00:00:00Z,0.67,38.4
Q2,2012-11-06T00:00:00Z,0.76,2.5
Q2,2012-11-13T00:00:00Z,0.94,2.5
Q2,2012-11-20T00:00:00Z,0.93,2.5
Q2,2012-11-27T00:00:00Z,0.92,2.5
Q2,2012-12-04T00:00:00Z,0.99,123.5
Q2,2012-12-11T00:00:00Z,0.9,NA
Q2,2012-12-18T00:00:00Z,0.76,131.5
Q2,2012-12-26T00:00:00Z,0.89,153.9
Q3,1986-05-20T00:00:00Z,0.71,116
Q3,1986-05-27T00:00:00Z,0.71,124
Q3,1986-06-03T00:00:00Z,0.69,119
Q3,1986-10-21T00:00:00Z,0.5,195
Q3,1986-10-28T00:00:00Z,0.59,NA
Q3,1986-11-04T00:00:00Z,0.61,99
Q3,1986-11-10T00:00:00Z,0.54,182
Q3,1986-11-18T00:00:00Z,0.59,170
Q3,1986-11-25T00:00:00Z,0.63,262
Q3,1986-12-02T00:00:00Z,0.56,166
Q3,1986-12-09T00:00:00Z,0.59,156
Q3,1986-12-16T00:00:00Z,0.55,172
Q3,1986-12-23T00:00:00Z,0.53,157
Q3,1986-12-30T00:00:00Z,0.53,185
Q3,1987-01-05T00:00:00Z,0.55,220
Q3,1987-01-13T00:00:00Z,0.53,211
Q3,1987-01-20T00:00:00Z,0.57,252
Q3,1987-01-27T00:00:00Z,0.57,228
Q3,1987-02-03T00:00:00Z,0.58,192
Q3,1987-02-10T00:00:00Z,0.6,200
Q3,1987-02-17T00:00:00Z,0.61,183
Q3,1987-02-24T00:00:00Z,0.61,184
Q3,1987-03-03T00:00:00Z,0.61,226
Q3,1987-03-10T00:00:00Z,0.63,233
Q3,1987-03-18T00:00:00Z,0.67,156
Q3,1987-03-24T00:00:00Z,0.72,142
Q3,1987-03-31T00:00:00Z,0.71,159
Q3,1987-04-07T00:00:00Z,0.73,176
Q3,1987-04-14T00:00:00Z,0.63,175
Q3,1987-04-21T00:00:00Z,0.75,176
Q3,1987-04-28T00:00:00Z,0.73,202
Q3,1987-05-05T00:00:00Z,0.75,187
Q3,1987-05-12T00:00:00Z,0.68,260
Q3,1987-05-19T00:00:00Z,0.62,166
Q3,1987-05-26T00:00:00Z,0.63,138
Q3,1987-06-02T00:00:00Z,0.7,132
Q3,1987-06-09T00:00:00Z,0.69,164
Q3,1987-06-16T00:00:00Z,0.61,180
Q3,1987-06-23T00:00:00Z,0.63,133
Q3,1987-06-30T00:00:00Z,0.66,160
Q3,1987-07-07T00:00:00Z,0.66,184
Q3,1987-07-14T00:00:00Z,0.68,180
Q3,1987-07-21T00:00:00Z,0.67,204
Q3,1987-07-28T00:00:00Z,0.69,240
Q3,1987-08-04T00:00:00Z,0.73,NA
Q3,1987-08-11T00:00:00Z,0.71,217
Q3,1987-08-18T00:00:00Z,0.7,209
Q3,1987-08-25T00:00:00Z,0.73,219
Q3,1987-09-01T00:00:00Z,0.69,199
Q3,1987-09-08T00:00:00Z,0.69,227
Q3,1987-09-15T00:00:00Z,0.69,217
Q3,1987-09-22T00:00:00Z,0.7,279
Q3,1987-09-29T00:00:00Z,0.71,356
Q3,1987-10-06T00:00:00Z,0.75,222
Q3,1987-10-13T00:00:00Z,0.7,270
Q3,1987-10-22T00:00:00Z,0.69,204
Q3,1987-10-29T00:00:00Z,0.69,224
Q3,1987-11-05T00:00:00Z,0.68,240
Q3,1987-11-12T00:00:00Z,0.44,413
Q3,1987-11-24T00:00:00Z,0.1,68
Q3,1987-11-25T00:00:00Z,0.52,160
Q3,1987-12-01T00:00:00Z,0.69,124
Q3,1987-12-07T00:00:00Z,0.51,172
Q3,1987-12-08T00:00:00Z,0.49,124
Q3,1987-12-15T00:00:00Z,0.65,188
Q3,1987-12-22T00:00:00Z,0.68,170
Q3,1987-12-29T00:00:00Z,0.66,187
Q3,1988-01-05T00:00:00Z,0.68,142
Q3,1988-01-12T00:00:00Z,0.66,181
Q3,1988-01-19T00:00:00Z,0.66,157
Q3,1988-01-26T00:00:00Z,0.72,157
Q3,1988-01-29T00:00:00Z,NA,NA
Q3,1988-02-02T00:00:00Z,0.735,89
Q3,1988-02-03T00:00:00Z,NA,NA
Q3,1988-02-04T00:00:00Z,NA,NA
Q3,1988-02-09T00:00:00Z,0.71,170
Q3,1988-02-10T00:00:00Z,NA,NA
Q3,1988-02-16T00:00:00Z,0.68,146
Q3,1988-02-23T00:00:00Z,0.68,204
Q3,1988-03-01T00:00:00Z,0.67,196
Q3,1988-03-08T00:00:00Z,0.56,196
Q3,1988-03-15T00:00:00Z,0.11,215
Q3,1988-03-23T00:00:00Z,0.62,219
Q3,1988-03-29T00:00:00Z,0.59,200
Q3,1988-04-05T00:00:00Z,0.63,207
Q3,1988-04-12T00:00:00Z,0.61,210
Q3,1988-04-19T00:00:00Z,0.6,191
Q3,1988-04-26T00:00:00Z,0.64,208
Q3,1988-05-03T00:00:00Z,0.64,201
Q3,1988-05-10T00:00:00Z,NA,NA
Q3,1988-05-17T00:00:00Z,0.58,176
Q3,1988-05-24T00:00:00Z,0.61,206
Q3,1988-05-31T00:00:00Z,0.67,178
Q3,1988-06-07T00:00:00Z,0.74,206
Q3,1988-06-14T00:00:00Z,0.7,NA
Q3,1988-06-21T00:00:00Z,0.69,NA
Q3,1988-06-28T00:00:00Z,0.7,NA
Q3,1988-07-05T00:00:00Z,0.7,NA
Q3,1988-07-12T00:00:00Z,0.67,NA
Q3,1988-07-19T00:00:00Z,0.55,NA
Q3,1988-07-22T00:00:00Z,0.67,NA
Q3,1988-07-26T00:00:00Z,NA,NA
Q3,1988-08-02T00:00:00Z,0.74,NA
Q3,1988-08-09T00:00:00Z,0.72,NA
Q3,1988-08-16T00:00:00Z,0.69,NA
Q3,1988-08-23T00:00:00Z,0.66,NA
Q3,1988-08-24T00:00:00Z,NA,NA
Q3,1988-08-30T00:00:00Z,0.57,151.32
Q3,1988-09-06T00:00:00Z,0.71,167.74
Q3,1988-09-13T00:00:00Z,0.52,138.24
Q3,1988-09-20T00:00:00Z,0.59,129.81
Q3,1988-09-27T00:00:00Z,0.64,127.11
Q3,1988-10-04T00:00:00Z,0.55,NA
Q3,1988-10-11T00:00:00Z,0.6,186.56
Q3,1988-10-18T00:00:00Z,NA,204.77
Q3,1988-10-25T00:00:00Z,0.69,162.62
Q3,1988-11-01T00:00:00Z,0.74,202.27
Q3,1988-11-07T00:00:00Z,0.69,194.3
Q3,1988-11-15T00:00:00Z,0.71,162.03
Q3,1988-11-22T00:00:00Z,0.7,169.72
Q3,1988-11-29T00:00:00Z,0.69,179.48
Q3,1988-12-06T00:00:00Z,0.67,197.51
Q3,1988-12-13T00:00:00Z,0.77,182.91
Q3,1988-12-20T00:00:00Z,0.77,205.38
Q3,1988-12-27T00:00:00Z,0.77,183.91
Q3,1989-01-03T00:00:00Z,0.75,165.05
Q3,1989-01-10T00:00:00Z,0.8,275.83
Q3,1989-01-17T00:00:00Z,0.78,10
Q3,1989-01-24T00:00:00Z,0.85,195.59
Q3,1989-01-31T00:00:00Z,0.82,219.2
Q3,1989-02-07T00:00:00Z,0.85,218.39
Q3,1989-02-14T00:00:00Z,0.74,227.41
Q3,1989-02-21T00:00:00Z,0.72,160.98
Q3,1989-02-28T00:00:00Z,0.72,145.95
Q3,1989-03-07T00:00:00Z,0.72,179.81
Q3,1989-03-09T00:00:00Z,NA,NA
Q3,1989-03-14T00:00:00Z,0.72,115.88
Q3,1989-03-21T00:00:00Z,0.7,172.58
Q3,1989-03-28T00:00:00Z,0.65,181.52
Q3,1989-04-04T00:00:00Z,0.68,172.85
Q3,1989-04-11T00:00:00Z,0.68,145.75
Q3,1989-04-18T00:00:00Z,0.67,146.84
Q3,1989-04-25T00:00:00Z,0.78,186.24
Q3,1989-05-02T00:00:00Z,0.78,171.49
Q3,1989-05-09T00:00:00Z,0.8,143.29
Q3,1989-05-16T00:00:00Z,0.84,161.28
Q3,1989-05-23T00:00:00Z,0.7,190.22
Q3,1989-05-30T00:00:00Z,0.79,163.47
Q3,1989-06-06T00:00:00Z,0.77,132.04
Q3,1989-06-13T00:00:00Z,0.62,143.69
Q3,1989-06-20T00:00:00Z,0.71,16.93
Q3,1989-06-27T00:00:00Z,0.71,31.83
Q3,1989-07-05T00:00:00Z,0.75,10
Q3,1989-07-11T00:00:00Z,0.86,132
Q3,1989-07-18T00:00:00Z,0.85,10
Q3,1989-07-26T00:00:00Z,0.81,41.24
Q3,1989-08-01T00:00:00Z,0.84,159
Q3,1989-08-08T00:00:00Z,0.95,268
Q3,1989-08-15T00:00:00Z,0.82,207
Q3,1989-08-22T00:00:00Z,0.65,142.24
Q3,1989-08-29T00:00:00Z,0.7,232.74
Q3,1989-09-05T00:00:00Z,0.75,103.49
Q3,1989-09-12T00:00:00Z,0.78,93.77
Q3,1989-09-20T00:00:00Z,NA,NA
Q3,1989-09-22T00:00:00Z,0.89,2.5
Q3,1989-09-26T00:00:00Z,1.145,2.5
Q3,1989-10-03T00:00:00Z,1.02,51.83
Q3,1989-10-05T00:00:00Z,1,2.5
Q3,1989-10-10T00:00:00Z,0.93,2.5
Q3,1989-10-17T00:00:00Z,1.32,172.84
Q3,1989-10-24T00:00:00Z,1.33,403.72
Q3,1989-10-31T00:00:00Z,1.48,582.4
Q3,1989-11-07T00:00:00Z,1.81,656.8
Q3,1989-11-08T00:00:00Z,3.44,904.9
Q3,1989-11-14T00:00:00Z,1.58,444.3
Q3,1989-11-21T00:00:00Z,1.45,339.9
Q3,1989-11-28T00:00:00Z,1.15,327.8
Q3,1989-12-05T00:00:00Z,1,315.4
Q3,1989-12-12T00:00:00Z,1.01,10
Q3,1989-12-19T00:00:00Z,0.99,303
Q3,1989-12-26T00:00:00Z,0.98,361
Q3,1990-01-02T00:00:00Z,2.46,NA
Q3,1990-01-09T00:00:00Z,1.2,303.82
Q3,1990-01-16T00:00:00Z,1.31,36.11
Q3,1990-01-23T00:00:00Z,1.32,91.88
Q3,1990-01-30T00:00:00Z,1.34,34.09
Q3,1990-02-06T00:00:00Z,1.19,395.02
Q3,1990-02-13T00:00:00Z,1.44,530.18
Q3,1990-02-20T00:00:00Z,1.5,395.02
Q3,1990-02-27T00:00:00Z,1.36,313
Q3,1990-03-06T00:00:00Z,1.26,318
Q3,1990-03-13T00:00:00Z,1.99,56.13
Q3,1990-03-20T00:00:00Z,1.49,750.61
Q3,1990-03-27T00:00:00Z,1.5,643.8
Q3,1990-04-03T00:00:00Z,1.23,NA
Q3,1990-04-10T00:00:00Z,1.15,225.19
Q3,1990-04-17T00:00:00Z,1.17,147.88
Q3,1990-04-24T00:00:00Z,1.18,10
Q3,1990-04-25T00:00:00Z,1.58,599.09
Q3,1990-04-26T00:00:00Z,1.45,352
Q3,1990-05-01T00:00:00Z,1.12,262
Q3,1990-05-08T00:00:00Z,1.25,10
Q3,1990-05-10T00:00:00Z,1.59,780
Q3,1990-05-15T00:00:00Z,1.34,373
Q3,1990-05-22T00:00:00Z,1.28,275
Q3,1990-05-29T00:00:00Z,1.37,348
Q3,1990-06-05T00:00:00Z,1.26,188
Q3,1990-06-12T00:00:00Z,1.27,154
Q3,1990-06-19T00:00:00Z,1.26,337
Q3,1990-06-26T00:00:00Z,1.26,379
Q3,1990-07-03T00:00:00Z,1.16,236
Q3,1990-07-10T00:00:00Z,1.14,261
Q3,1990-07-17T00:00:00Z,1.05,97
Q3,1990-07-24T00:00:00Z,1.23,2.5
Q3,1990-07-31T00:00:00Z,1.04,142
Q3,1990-08-07T00:00:00Z,1,211
Q3,1990-08-14T00:00:00Z,1.1,424
Q3,1990-08-21T00:00:00Z,1.04,215
Q3,1990-08-28T00:00:00Z,1.01,139
Q3,1990-09-04T00:00:00Z,0.99,10
Q3,1990-09-11T00:00:00Z,0.97,10.63
Q3,1990-09-18T00:00:00Z,0.97,82.73
Q3,1990-09-25T00:00:00Z,0.93,105.07
Q3,1990-10-02T00:00:00Z,0.94,168.26
Q3,1990-10-09T00:00:00Z,1.04,93.28
Q3,1990-10-16T00:00:00Z,0.92,108.2
Q3,1990-10-23T00:00:00Z,0.94,181.48
Q3,1990-10-30T00:00:00Z,0.95,103.7
Q3,1990-11-06T00:00:00Z,0.96,177.77
Q3,1990-11-13T00:00:00Z,0.91,162.96
Q3,1990-11-20T00:00:00Z,0.86,171.2
Q3,1990-11-27T00:00:00Z,0.84,233.99
Q3,1990-12-04T00:00:00Z,0.96,NA
Q3,1990-12-11T00:00:00Z,0.82,113.97
Q3,1990-12-14T00:00:00Z,1.76,257.69
Q3,1990-12-18T00:00:00Z,0.73,322.31
Q3,1990-12-25T00:00:00Z,0.92,189.39
Q3,1990-12-31T00:00:00Z,1.12,191.72
Q3,1991-01-08T00:00:00Z,1.04,168.03
Q3,1991-01-15T00:00:00Z,0.73,NA
Q3,1991-01-22T00:00:00Z,0.77,110.65
Q3,1991-01-29T00:00:00Z,0.79,2.5
Q3,1991-02-05T00:00:00Z,0.78,10.9
Q3,1991-02-12T00:00:00Z,0.9,137.32
Q3,1991-02-19T00:00:00Z,0.86,306.16
Q3,1991-02-26T00:00:00Z,0.83,173.75
Q3,1991-03-05T00:00:00Z,0.7,167.96
Q3,1991-03-12T00:00:00Z,0.74,173.22
Q3,1991-03-19T00:00:00Z,0.76,229.03
Q3,1991-03-22T00:00:00Z,NA,NA
Q3,1991-03-26T00:00:00Z,0.7,152.3
Q3,1991-04-02T00:00:00Z,0.76,79.83
Q3,1991-04-09T00:00:00Z,0.71,23.14
Q3,1991-04-15T00:00:00Z,0.94,21.27
Q3,1991-04-23T00:00:00Z,0.94,43.64
Q3,1991-04-30T00:00:00Z,0.9,92.12
Q3,1991-05-07T00:00:00Z,0.85,15.68
Q3,1991-05-14T00:00:00Z,0.85,2.5
Q3,1991-05-21T00:00:00Z,0.94,44.71
Q3,1991-05-28T00:00:00Z,0.86,77.61
Q3,1991-05-31T00:00:00Z,0.9,NA
Q3,1991-06-01T00:00:00Z,NA,NA
Q3,1991-06-04T00:00:00Z,0.92,12.61
Q3,1991-06-11T00:00:00Z,0.87,104.84
Q3,1991-06-18T00:00:00Z,0.9,149.05
Q3,1991-06-25T00:00:00Z,0.9,6.21
Q3,1991-07-02T00:00:00Z,0.9,183.94
Q3,1991-07-09T00:00:00Z,0.79,117.68
Q3,1991-07-16T00:00:00Z,1.31,NA
Q3,1991-07-23T00:00:00Z,0.72,157.9
Q3,1991-07-30T00:00:00Z,0.66,10.4
Q3,1991-08-06T00:00:00Z,0.77,313.52
Q3,1991-08-13T00:00:00Z,0.78,10.29
Q3,1991-08-20T00:00:00Z,NA,13.13
Q3,1991-08-27T00:00:00Z,1.725,38.335
Q3,1991-09-03T00:00:00Z,0.92,231.95
Q3,1991-09-10T00:00:00Z,0.65,93.26
Q3,1991-09-17T00:00:00Z,0.85,165.44
Q3,1991-09-24T00:00:00Z,0.72,118.52
Q3,1991-10-01T00:00:00Z,0.92,96.64
Q3,1991-10-08T00:00:00Z,0.92,166.96
Q3,1991-10-15T00:00:00Z,1,185.99
Q3,1991-10-22T00:00:00Z,0.81,166.13
Q3,1991-10-29T00:00:00Z,0.42,60.89
Q3,1991-11-05T00:00:00Z,0.7,162.84
Q3,1991-11-07T00:00:00Z,1.04,96.03
Q3,1991-11-08T00:00:00Z,1.11,143.42
Q3,1991-11-12T00:00:00Z,1.25,270.71
Q3,1991-11-18T00:00:00Z,0.87,208.03
Q3,1991-11-22T00:00:00Z,0.89,98
Q3,1991-11-26T00:00:00Z,0.88,196.77
Q3,1991-12-03T00:00:00Z,0.94,24.95
Q3,1991-12-10T00:00:00Z,0.79,241.9
Q3,1991-12-17T00:00:00Z,0.89,264.06
Q3,1991-12-23T00:00:00Z,0.75,237.47
Q3,1991-12-30T00:00:00Z,1.11,253.81
Q3,1992-01-07T00:00:00Z,1.03,279.28
Q3,1992-01-14T00:00:00Z,0.91,234.94
Q3,1992-01-21T00:00:00Z,0.89,217.56
Q3,1992-01-28T00:00:00Z,0.9,219.01
Q3,1992-02-04T00:00:00Z,0.99,93.92
Q3,1992-02-06T00:00:00Z,1.31,155.56
Q3,1992-02-11T00:00:00Z,0.94,17.21
Q3,1992-02-18T00:00:00Z,1.19,144.03
Q3,1992-02-25T00:00:00Z,0.86,332.82
Q3,1992-03-03T00:00:00Z,0.89,196.21
Q3,1992-03-10T00:00:00Z,0.97,162.32
Q3,1992-03-17T00:00:00Z,1.69,182.95
Q3,1992-03-24T00:00:00Z,1.8,NA
Q3,1992-04-01T00:00:00Z,1.03,102.09
Q3,1992-04-07T00:00:00Z,1.3,10.29
Q3,1992-04-14T00:00:00Z,0.63,14.06
Q3,1992-04-21T00:00:00Z,0.85,19.17
Q3,1992-04-28T00:00:00Z,0.95,28.34
Q3,1992-05-05T00:00:00Z,1.41,167.77
Q3,1992-05-12T00:00:00Z,0.89,167.77
Q3,1992-05-19T00:00:00Z,0.8,130.79
Q3,1992-05-26T00:00:00Z,0.78,NA
Q3,1992-06-02T00:00:00Z,1.08,53.42
Q3,1992-06-09T00:00:00Z,0.88,9.98
Q3,1992-06-16T00:00:00Z,0.77,332.55
Q3,1992-06-23T00:00:00Z,0.82,28.79
Q3,1992-06-30T00:00:00Z,0.95,31.71
Q3,1992-07-07T00:00:00Z,0.99,29.3
Q3,1992-07-14T00:00:00Z,0.82,42.98
Q3,1992-07-21T00:00:00Z,0.99,48.2
Q3,1992-07-28T00:00:00Z,0.83,89.98
Q3,1992-08-04T00:00:00Z,1.06,25.75
Q3,1992-08-11T00:00:00Z,0.85,25.75
Q3,1992-08-18T00:00:00Z,0.82,98.52
Q3,1992-08-25T00:00:00Z,2.92,11.4
Q3,1992-09-01T00:00:00Z,0.76,10
Q3,1992-09-08T00:00:00Z,1.09,10
Q3,1992-09-15T00:00:00Z,0.84,37.79
Q3,1992-09-22T00:00:00Z,0.84,122.2
Q3,1992-09-29T00:00:00Z,0.9,105.05
Q3,1992-10-06T00:00:00Z,0.8,142.22
Q3,1992-10-13T00:00:00Z,1.09,46.02
Q3,1992-10-20T00:00:00Z,0.84,7
Q3,1992-10-27T00:00:00Z,0.85,27.06
Q3,1992-11-03T00:00:00Z,0.91,116.35
Q3,1992-11-10T00:00:00Z,0.85,84.5
Q3,1992-11-17T00:00:00Z,1.61,14.13
Q3,1992-11-24T00:00:00Z,0.84,10.38
Q3,1992-12-01T00:00:00Z,0.86,13.45
Q3,1992-12-08T00:00:00Z,2.07,22.66
Q3,1992-12-15T00:00:00Z,0.85,20.78
Q3,1992-12-22T00:00:00Z,NA,NA
Q3,1992-12-29T00:00:00Z,0.98,NA
Q3,1993-01-05T00:00:00Z,0.78,NA
Q3,1993-01-12T00:00:00Z,0.76,NA
Q3,1993-01-19T00:00:00Z,0.73,NA
Q3,1993-01-26T00:00:00Z,0.88,NA
Q3,1993-02-02T00:00:00Z,0.79,NA
Q3,1993-02-09T00:00:00Z,1.06,NA
Q3,1993-02-16T00:00:00Z,0.56,NA
Q3,1993-02-23T00:00:00Z,0.84,NA
Q3,1993-03-02T00:00:00Z,0.89,206.73
Q3,1993-03-09T00:00:00Z,0.66,12.87
Q3,1993-03-16T00:00:00Z,0.87,209.67
Q3,1993-03-23T00:00:00Z,0.92,63.48
Q3,1993-03-30T00:00:00Z,0.78,116.13
Q3,1993-04-06T00:00:00Z,0.82,167.87
Q3,1993-04-13T00:00:00Z,0.93,162.44
Q3,1993-04-20T00:00:00Z,0.96,156.12
Q3,1993-04-27T00:00:00Z,0.65,144.82
Q3,1993-05-04T00:00:00Z,0.69,NA
Q3,1993-05-11T00:00:00Z,0.94,2.5
Q3,1993-05-18T00:00:00Z,1.24,2.5
Q3,1993-05-25T00:00:00Z,0.73,2.5
Q3,1993-06-01T00:00:00Z,0.72,16.26
Q3,1993-06-08T00:00:00Z,NA,NA
Q3,1993-06-15T00:00:00Z,NA,NA
Q3,1993-06-22T00:00:00Z,0.67,35.92
Q3,1993-06-29T00:00:00Z,1.13,NA
Q3,1993-07-06T00:00:00Z,0.68,175.77
Q3,1993-07-13T00:00:00Z,0.67,NA
Q3,1993-07-20T00:00:00Z,0.86,NA
Q3,1993-07-27T00:00:00Z,0.85,NA
Q3,1993-08-03T00:00:00Z,0.83,20.78
Q3,1993-08-10T00:00:00Z,0.86,85.85
Q3,1993-08-17T00:00:00Z,1.11,80.43
Q3,1993-08-24T00:00:00Z,0.87,323.76
Q3,1993-08-31T00:00:00Z,0.75,18.3
Q3,1993-09-07T00:00:00Z,0.69,87.88
Q3,1993-09-14T00:00:00Z,1.08,2.5
Q3,1993-09-21T00:00:00Z,0.67,124.03
Q3,1993-09-28T00:00:00Z,1,51.28
Q3,1993-10-05T00:00:00Z,0.61,57.16
Q3,1993-10-13T00:00:00Z,0.96,16.26
Q3,1993-10-19T00:00:00Z,0.69,7.9
Q3,1993-10-26T00:00:00Z,0.73,5.87
Q3,1993-11-02T00:00:00Z,0.69,2.5
Q3,1993-11-09T00:00:00Z,0.77,2.5
Q3,1993-11-16T00:00:00Z,0.77,2.5
Q3,1993-11-23T00:00:00Z,1.15,54.22
Q3,1993-11-30T00:00:00Z,0.76,2.5
Q3,1993-12-07T00:00:00Z,0.97,2.5
Q3,1993-12-14T00:00:00Z,0.97,21.23
Q3,1993-12-21T00:00:00Z,1.15,21.69
Q3,1993-12-28T00:00:00Z,0.78,NA
Q3,1994-01-04T00:00:00Z,0.72,NA
Q3,1994-01-11T00:00:00Z,0.67,NA
Q3,1994-01-18T00:00:00Z,0.97,NA
Q3,1994-01-25T00:00:00Z,0.67,10.39
Q3,1994-02-01T00:00:00Z,0.72,15.81
Q3,1994-02-08T00:00:00Z,0.83,2.5
Q3,1994-02-15T00:00:00Z,0.74,2.5
Q3,1994-02-22T00:00:00Z,0.96,2.5
Q3,1994-03-01T00:00:00Z,0.9,NA
Q3,1994-03-08T00:00:00Z,0.89,12.2
Q3,1994-03-15T00:00:00Z,0.84,5.87
Q3,1994-03-22T00:00:00Z,0.79,2.5
Q3,1994-03-29T00:00:00Z,0.96,16.49
Q3,1994-04-05T00:00:00Z,0.94,12.87
Q3,1994-04-12T00:00:00Z,0.74,145.5
Q3,1994-04-19T00:00:00Z,1.08,140.98
Q3,1994-04-26T00:00:00Z,0.87,21.69
Q3,1994-05-03T00:00:00Z,0.74,8.81
Q3,1994-05-10T00:00:00Z,0.81,22.81
Q3,1994-05-17T00:00:00Z,0.8,21.69
Q3,1994-05-24T00:00:00Z,0.81,23.94
Q3,1994-05-31T00:00:00Z,1.03,24.62
Q3,1994-06-07T00:00:00Z,0.92,8.35
Q3,1994-06-14T00:00:00Z,0.72,11.29
Q3,1994-06-21T00:00:00Z,0.98,9.94
Q3,1994-06-28T00:00:00Z,0.89,2.5
Q3,1994-06-30T00:00:00Z,1.09,129.46
Q3,1994-07-05T00:00:00Z,0.86,7
Q3,1994-07-12T00:00:00Z,0.7,144.6
Q3,1994-07-19T00:00:00Z,1.04,109.8
Q3,1994-07-26T00:00:00Z,0.76,NA
Q3,1994-08-02T00:00:00Z,0.83,NA
Q3,1994-08-09T00:00:00Z,0.76,NA
Q3,1994-08-16T00:00:00Z,0.91,NA
Q3,1994-08-23T00:00:00Z,0.99,NA
Q3,1994-08-30T00:00:00Z,0.69,NA
Q3,1994-09-06T00:00:00Z,1,NA
Q3,1994-09-13T00:00:00Z,0.71,NA
Q3,1994-09-20T00:00:00Z,0.9,NA
Q3,1994-09-27T00:00:00Z,0.83,NA
Q3,1994-10-04T00:00:00Z,0.86,NA
Q3,1994-10-11T00:00:00Z,0.76,NA
Q3,1994-10-18T00:00:00Z,0.91,NA
Q3,1994-10-25T00:00:00Z,1.03,NA
Q3,1994-11-01T00:00:00Z,0.94,NA
Q3,1994-11-08T00:00:00Z,0.78,NA
Q3,1994-11-15T00:00:00Z,0.8,NA
Q3,1994-11-22T00:00:00Z,0.86,NA
Q3,1994-11-29T00:00:00Z,0.66,NA
Q3,1994-12-06T00:00:00Z,0.73,NA
Q3,1994-12-13T00:00:00Z,0.77,NA
Q3,1994-12-20T00:00:00Z,1.27,NA
Q3,1994-12-27T00:00:00Z,0.79,NA
Q3,1995-01-03T00:00:00Z,1.02,NA
Q3,1995-01-10T00:00:00Z,0.89,NA
Q3,1995-01-17T00:00:00Z,0.81,NA
Q3,1995-01-24T00:00:00Z,0.88,NA
